,text
92,"['kalau', 'itu', 'hak', 'knp', 'ada', 'syarat', 'pengurusan', 'administrasi', 'publik', 'ktpsimmenikahhajibpjsbltdll', 'harus', 'menunjukkan', 'bukti', 'fucksin', 'bahkan', 'kita', 'bepergian', 'yg', 'byr', 'dgn', 'uang', 'sendiri', 'dgn', 'kendaraan', 'kita', 'sendiri', 'tp', 'msh', 'hrs', 'diintimidasi', 'dgn', 'fucksin']"
93,"['hbd', 'wyatb', 'gbu', 'sim', 'ktp', 'stnk', 'bpkb', 'bpjs']"
94,"['kenapa', 'sih', 'kartu', 'di', 'indo', 'tu', 'gak', 'dibikin', 'satu', 'aja', 'mencakup', 'ktp', 'sim', 'bpjs', 'npwp', 'biar', 'gak', 'bikin', 'dompet', 'tebel', 'gtu', 'loh']"
95,"['kk', 'ktp', 'ortu', 'sodara', 'sm', 'punya', 'sendiri', 'buku', 'nikah', 'ortu', 'sim', 'akte', 'ijazah', 'bpjs', 'ktmpas', 'foto']"
96,"['ktp', 'sim', 'a', 'sim', 'b', 'bpjs', 'ktm', 'etoll', 'atm', 'dolar', 'rupiah']"
97,"['pembuatan', 'sim', 'dan', 'stnk', 'pembuatan', 'ktp', 'dan', 'iuran', 'bpjs', 'kesehatan', 'yang', 'dianggap', 'memberatkan', 'bagi', 'masyarakat', 'ekonomi', 'rendah', 'selain', 'bpjs', 'yang', 'direncanakan', 'akan', 'menjadi', 'kartu', 'sakti', 'untuk', 'keperluan', 'sipil', 'tersebut']"
98,"['ikut', 'mak', 'ktp', 'kk', 'bpjs', 'sim', 'stnk', 'bpkb', 'sertifikat', 'siap', 'di', 'kirim', 'buku', 'nikahnya', 'sekalian', 'ga', 'mak']"
99,"['haiyo', 'cm', 'praktek', 'lapangan', 'e', 'kui', 'sing', 'embuh', 'jik', 'akeh', 'sing', 'njaluke', 'potokopi', 'ktp', 'potokopi', 'bpjs', 'razia', 'sim', 'yo', 'kudu', 'enek', 'kertu', 'ne', 'ketoke', 'padahal', 'njipuk', 'duit', 'saiki', 'ra', 'kudu', 'gae', 'kertu']"
100,"['bilang', 'ke', 'pak', 'anies', 'jgn', 'dipersulitlah', 'kalau', 'hujan', 'dan', 'angin', 'mau', 'buat', 'ktp', 'kk', 'sim', 'bpjs', 'dll', 'kasihan', 'mrk']"
101,"['cicilan', 'tanpa', 'kartu', 'kredit', 'cicilan', 'tanpa', 'ribet', 'dapatkan', 'dp', 'mulai', 'bunga', 'mulai', 'amp', 'free', 'admin', 'syarat', 'pengajuan', 'ktp', 'amp', 'dokumen', 'pendukungsim', 'npwp', 'bpjs', 'dll', 'proses', 'hanya', 'menit', 'homecreditregion', 'agensobatbelanja', 'homecreditpromobekasi', 'lok', 'mall', 'metropolitan', 'bekasi']"
102,"['gara', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
103,"['hyung', 'line', 'x', 'jek', 'two', 'tweets', 'au', 'bpjs', 'badan', 'perlindungan', 'jāke', 'sïm', 'yang', 'sigap', 'mengabulkan', 'semua', 'permintaan', 'pacar', 'kesayangan', 'mereka', 'termasuk', 'menjemputnya', 'di', 'sekolah']"
104,"['harusnya', 'sim', 'amp', 'ktp', 'ada', 'bentuk', 'digitalnya', 'juga', 'kali', 'ya', 'kyk', 'kartu', 'bpjs', 'jadi', 'ga', 'pusing', 'kalo', 'dompet', 'ketinggalan']"
105,"['bpjs', 'done', 'sim', 'done', 'laptop', 'done', 'printer', 'done', 'perpaduan', 'mandiri', 'pentingnya', 'relasi', 'akhirnya', 'berbuah', 'hasil']"
106,"['yang', 'sering', 'bikin', 'bingung', 'téh', 'banyak', 'aplikasi', 'yang', 'sebenarnya', 'bisa', 'diganti', 'oleh', 'situs', 'web', 'ini', 'lebih', 'inklusif', 'buat', 'banyak', 'orang', 'sepakat', 'soal', 'inefektivitas', 'super', 'apps', 'yang', 'perlu', 'dikelompokkan', 'itu', 'layanan', 'yang', 'setipe', 'misalnya', 'bpjs', 'kes', 'sama', 'bpjs', 'tk', 'sim', 'sama', 'stnk', 'dll']"
107,"['baru', 'tau', 'kalo', 'udh', 'tahun', 'bpjs', 'lepas', 'dari', 'orang', 'tua', 'bayar', 'sendiri', 'karena', 'aku', 'ngga', 'kuliah', 'btw', 'bapak', 'gua', 'yang', 'bilang', 'gitu', 'belajar', 'ngurus', 'sim', 'sama', 'bayar', 'pajak', 'sepeda']"
108,"['saya', 'datang', 'ke', 'ktr', 'menara', 'jamsostek', 'utk', 'menanyakan', 'masalah', 'kartu', 'bpjs', 'saya', 'saat', 'masuk', 'saya', 'tukar', 'ktp', 'saat', 'di', 'dpn', 'ca', 'saya', 'diminta', 'ktp', 'krn', 'ktp', 'dibawah', 'saya', 'disuruh', 'balik', 'lagi', 'utk', 'tukar', 'ktp', 'dg', 'sim', 'lalu', 'saya', 'balik', 'lg', 'keatas', 'begitu', 'cara', 'pelayanan', 'nya', 'ya']"
109,"['cara', 'bayar', 'pajak', 'motor', 'ganti', 'plat', 'bikin', 'sim', 'bikin', 'bpjs', 'kapan', 'kudu', 'service', 'motor', 'beli', 'token', 'listrik']"
110,"['gimana', 'cara', 'ngurus', 'bpjs', 'buat', 'npwp', 'lapor', 'pajak', 'ngurus', 'asuransi', 'gak', 'semua', 'orang', 'berniat', 'baik', 'tukang', 'fitnah', 'itu', 'nyata', 'hidup', 'yg', 'kayak', 'di', 'sinetron', 'indo', 'emang', 'beneran', 'ada', 'buat', 'paspor', 'buat', 'sim', 'tuna', 'kaleng', 'ada', 'yg', 'bisa', 'langsung', 'dimakan', 'dan', 'sumpah', 'lur', 'enak', 'bgt', 'pake', 'nasi', 'panas', 'tok']"
111,"['kalau', 'ngubah', 'nama', 'di', 'ktp', 'berarti', 'nama', 'yg', 'di', 'sim', 'bpjs', 'atm', 'bri', 'sama', 'mandiri', 'juga', 'harus', 'dirubah', 'dongg', 'kerjaan', 'gw', 'makin', 'banyak']"
112,"['atm', 'ilang', 'bpjs', 'gabisa', 'dipake', 'sim', 'belum', 'diperpanjang', 'harus', 'benerin', 'kartu', 'ke', 'grapari', 'tp', 'skrg', 'blm', 'bisa', 'kemana', 'harus', 'dirumah']"
113,"['boro', 'debit', 'card', 'atau', 'credit', 'carddi', 'dompet', 'cuma', 'ada', 'ktp', 'sim', 'c', 'sama', 'kartu', 'bpjs', 'kls', 'yang', 'udah', 'bulan', 'nunggak']"
114,"['masa', 'iya', 'ga', 'ada', 'bpjs', 'apa', 'kis', 'gmana', 'ngurus', 'sim', 'sama', 'document', 'lain', 'stop', 'selling', 'about', 'pain', 'bilang', 'aja', 'buat', 'college', 'apa', 'keperluan', 'pendidikan', 'atau', 'lingkungan']"
115,"['jangan', 'nder', 'nanti', 'harus', 'bikin', 'ktp', 'bikin', 'sim', 'bikin', 'npwp', 'bikin', 'skck', 'bikin', 'bpjs', 'riber', 'nder', 'dewasa', 'itu', 'apa', 'harus', 'mandiri', 'nder']"
116,"['lagi', 'masa', 'menunggu', 'wisuda', 'diisi', 'dengan', 'ngurus', 'kacamata', 'perpanjang', 'sim', 'perpanjang', 'bpjs', 'apalagi', 'yg', 'kurang', 'y']"
117,"['gak', 'salah', 'pertanyaannya', 'inilha', 'bayar', 'pajak', 'macem', 'emang', 'buat', 'apaan', 'bpjs', 'bayar', 'bikin', 'sim', 'bayar', 'beli', 'popok', 'bayi', 'ada', 'pajaknya', 'yang', 'karyawan', 'tiap', 'bulan', 'gaji', 'dipotong', 'pajak', 'dan', 'bpjs', 'yang', 'dagang', 'bayar', 'pajak', 'umkm', 'juga', 'ada', 'yang', 'gratis', 'juga', 'sihtapi', 'dikit', 'kayaknya']"
118,"['sim', 'stnk', 'ktp', 'kartu', 'bpjs']"
119,"['gw', 'butuh', 'matkul', 'cara', 'mengurus', 'bpjs', 'daftar', 'berobat', 'ke', 'rumah', 'sakit', 'perpanjang', 'sim', 'buat', 'kk', 'bikin', 'skck', 'npwp', 'asuransi', 'pokoknyaa', 'tentang', 'daftardaftar', 'kesana', 'kemari', 'dahhh']"
120,"['gw', 'buka', 'rekening', 'bank', 'bikin', 'sim', 'biking', 'ktp', 'ngurus', 'bpjs', 'yang', 'salah', 'alamat', 'urus', 'sendiri', 'semua', 'sedih', 'sih', 'karena', 'temen', 'yang', 'main', 'pada', 'ditemenin', 'ortu', 'tapi', 'di', 'sisi', 'lain', 'ortu', 'gw', 'bilang', 'kamu', 'harus', 'mandiri', 'jangan', 'semuasemua', 'mau', 'disuapin']"
121,"['bpjs', 'done', 'senin', 'ngurus', 'sim', 'ngurus', 'printhilan', 'jebul', 'yo', 'lumayan']"
122,"['bayar', 'spt', 'bayar', 'pbb', 'bayar', 'bpjs', 'bayar', 'pajak', 'kendaraan', 'belum', 'lagi', 'kalo', 'sim', 'mati', 'untung', 'nggak', 'ambil', 'kpr', 'bisa', 'gak', 'ada', 'slot', 'buat', 'jajan', 'mie', 'ramen', 'sama', 'pentol', 'kuah', 'diakhir', 'pekan']"
123,"['syarat', 'bikin', 'ktp', 'bikin', 'kk', 'bikin', 'npwpngurus', 'pajak', 'bikin', 'askesbpjs', 'syarat', 'bikin', 'sim', 'imunisasi', 'atau', 'vaksin', 'apa', 'yang', 'perlu', 'kita', 'dapatkan', 'selama', 'kita', 'hidup', 'pengurusan', 'akta', 'kelahiran', 'dan', 'kematian', 'dll', 'wkwk', 'masih', 'banyak', 'anjir', 'baru', 'belajar', 'semua', 'ini', 'scra', 'otodidak', 'stelah', 'dewasa']"
124,"['perpanjang', 'sim', 'aja', 'kemaren', 'sampe', 'baca', 'google', 'review', 'lol', 'skrg', 'masih', 'bingung', 'cara', 'bayar', 'pajak', 'ngurus', 'bpjs', 'bayar', 'listrik', 'sama', 'air', 'soalnya', 'di', 'rmh', 'cuma', 'liat', 'struknya', 'enggak', 'lihat', 'kapan', 'bayarnya']"
125,"['kalo', 'bisa', 'jalan', 'sama', 'doi', 'deh', 'kalo', 'bisa', 'jaminan', 'lu', 'pegang', 'sim', 'ktp', 'ama', 'bpjs', 'sekalian', 'buat', 'jaminan', 'lu', 'aman', 'ga', 'diapa', 'apain', 'sama', 'dia', 'wkwkwkkwk']"
126,"['apakah', 'dia', 'nggak', 'pernah', 'urus', 'ktp', 'bpjs', 'sim', 'berurusan', 'sama', 'administrasi', 'di', 'bank', 'plat', 'merah', 'kok', 'bisa', 'ga', 'tau', 'kalau', 'sekelas', 'bumn', 'itu', 'biasanya', 'cuma', 'tepat', 'waktu', 'soal', 'jam', 'istirahat', 'makan', 'siang', 'dan', 'jam', 'pulang', 'kerja']"
127,"['karena', 'ektp', 'nya', 'bermasalah', 'ga', 'bisa', 'dijadikan', 'single', 'identity', 'kaya', 'di', 'us', 'sekarang', 'baru', 'pajak', 'dan', 'ktp', 'yg', 'linked', 'seharusnya', 'bpjs', 'stnk', 'sim', 'dan', 'bank', 'account', 'nge', 'link', 'jadi', 'penyaluran', 'subsidi', 'masih', 'banyak', 'celah', 'diselewengkan', 'oleh', 'pengusaha', 'dan', 'orang', 'kaya', 'yg', 'kikir']"
128,"['ktp', 'sim', 'kk', 'bpjs', 'skck', 'peduli', 'lindungi']"
129,"['gua', 'gabakal', 'ngerti', 'amp', 'berani', 'ngurus', 'ngurus', 'ginian', 'kalo', 'dari', 'dulu', 'gak', 'dipaksa', 'nyokap', 'gua', 'buat', 'bikin', 'ktp', 'amp', 'sim', 'sendiri', 'daftar', 'rumah', 'sakit', 'rawat', 'jalan', 'dan', 'inap', 'sendiri', 'ngurus', 'asuransi', 'bpjs', 'kartu', 'sim', 'atm', 'sendiri', 'bikin', 'surat', 'keretangan', 'berkelakuan', 'baik', 'skck', 'dan', 'npwp', 'sendiri']"
130,"['sim', 'ndak', 'oleh', 'nder', 'lek', 'pajak', 'mbe', 'bpjs', 'gur', 'butuh', 'nomere', 'tok', 'tanpa', 'kartu', 'gpp']"
131,"['kadiskes', 'riau', 'dukung', 'bpjs', 'jadi', 'syarat', 'bikin', 'sim']"
132,"['tf', 'luurr', 'mau', 'tanya', 'adakah', 'yg', 'akhir', 'ini', 'pernah', 'memperpanjang', 'sim', 'apakah', 'syarat', 'bpjs', 'itu', 'sudah', 'diberlakukan', 'untuk', 'memperpanjang', 'sim', 'saat', 'ini', 'terima', 'kasih', 'yg', 'sudah', 'berkenan', 'jawab']"
133,"['kalo', 'saat', 'berkendara', 'tdk', 'pake', 'helm', 'tdk', 'punya', 'sim', 'pengkajian', 'igd', 'akibat', 'ugalan', 'maka', 'saat', 'dirawat', 'di', 'rs', 'bpjs', 'tdk', 'akan', 'aktif', 'alias', 'pembayaran', 'tunai', 'mau', 'tau', 'ga', 'total', 'pembayaran', 'rawat', 'dan', 'bedah', 'syarafortho', 'jgn', 'deh', 'nanti', 'kaget']"
134,"['pbb', 'udah', 'perpanjang', 'sim', 'udah', 'bpjs', 'kes', 'dan', 'tk', 'udah', 'pdam', 'udah', 'iuran', 'perumahan', 'udah', 'kadang', 'ngerasa', 'takut', 'sendiri', 'ada', 'yang', 'belum', 'kebayar', 'berasa', 'punya', 'hutang', 'seumur', 'hidup']"
135,"['nanggung', 'lah', 'sekalian', 'sim', 'ktpbpkbkk', 'ijazah', 'bpjs', 'lebih', 'lengkap', 'lebih', 'baik']"
136,"['setau', 'saya', 'ya', 'setau', 'saya', 'ni', 'yaa', 'ktp', 'sim', 'npwp', 'dan', 'bpjs', 'itu', 'walopun', 'perlu', 'di', 'input', 'manual', 'tp', 'terintegrasi', 'ke', 'nmr', 'ektp', 'jadi', 'input', 'hanya', 'sekedar', 'validasi', 'apakah', 'ybs', 'punya', 'ektp', 'krn', 'kalo', 'ndak', 'terdaftar', 'di', 'system', 'ya', 'prosesnya', 'ndak', 'bs', 'di', 'lanjutin']"
137,"['tahun', 'depan', 'warga', 'riau', 'urus', 'ktp', 'sim', 'hingga', 'haji', 'harus', 'terdaftar', 'bpjs', 'beritariau']"
138,"['hbd', 'wytb', 'stnk', 'ktp', 'sim', 'bpjs', 'phd', 'aad', 'panjang', 'umur', 'sehat', 'selalu']"
139,"['system', 'pembuatan', 'ktp', 'nya', 'harusnya', 'ngikutin', 'budaya', 'warga', 'negaranya', 'kita', 'bayar', 'pajak', 'malah', 'direpotin', 'gara', 'gara', 'pembuat', 'systemnya', 'bolon', 'system', 'jadul', 'masih', 'dipake', 'aja', 'ada', 'ktp', 'ada', 'sim', 'npwp', 'ktp', 'bpjs', 'semuanya', 'input', 'manual', 'bikin', 'bank', 'data', 'dikorupsi', 'taek', 'hahaha']"
140,"['mau', 'ganti', 'hape', 'biar', 'aplikasi', 'jadi', 'wni', 'ga', 'nge', 'lag', 'sprti', 'my', 'pertamina', 'bpjs', 'pegadaian', 'peduli', 'lingkungan', 'aplikasi', 'sim', 'imigrasi']"
141,"['tahun', 'depan', 'warga', 'riau', 'urus', 'ktp', 'sim', 'hingga', 'haji', 'harus', 'terdaftar', 'bpjs', 'cakaplah', 'berpikir', 'berbuat', 'bercakap']"
142,"['gue', 'ada', 'ktp', 'sim', 'n', 'bpjs', 'blh', 'gk']"
143,"['jake', 'sim', 'maju', 'loooo', 'gue', 'gatakut', 'gue', 'punya', 'bpjs']"
144,"['gara', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
145,"['gara', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
146,"['dampak', 'ganti', 'nama', 'jalan', 'ganti', 'ktp', 'kk', 'ganti', 'sim', 'stnk', 'bpkb', 'ganti', 'sertifikat', 'tanah', 'ganti', 'data', 'kantor', 'ganti', 'bpjs', 'ganti', 'rekening', 'bank', 'npwp', 'ganti', 'data', 'di', 'aplikasi', 'ganti', 'data', 'anak', 'sekolah', 'ganti', 'data', 'kartu', 'kredit', 'ganti', 'data', 'cicilan', 'ganti', 'data', 'ijin', 'usaha', 'kalo', 'umkm', 'ganti', 'plang', 'nama']"
147,"['dampak', 'ganti', 'nama', 'jalan', 'ganti', 'ktp', 'kk', 'ganti', 'sim', 'stnk', 'bpkb', 'ganti', 'sertifikat', 'tanah', 'ganti', 'data', 'kantor', 'ganti', 'bpjs', 'ganti', 'rekening', 'bank', 'npwp', 'ganti', 'data', 'di', 'aplikasi', 'ganti', 'data', 'anak', 'sekolah', 'ganti', 'data', 'kartu', 'kredit', 'ganti', 'data', 'cicilan', 'ganti', 'data', 'ijin', 'usaha', 'kalo', 'umkm', 'ganti', 'plang', 'nama']"
148,"['itu', 'baru', 'ktp', 'kk', 'blm', 'sim', 'stnk', 'bpjs', 'npwp', 'dan', 'surat', 'lainnya', 'gubernur', 'kok', 'idiotnya', 'full', 'yah']"
149,"['siap', 'ambil', 'cuti', 'ganti', 'ktp', 'kk', 'ganti', 'sim', 'stnk', 'bpkb', 'ganti', 'sertifikat', 'tanah', 'ganti', 'data', 'kantor', 'ganti', 'bpjs', 'ganti', 'rekening', 'bank', 'npwp', 'ganti', 'data', 'di', 'aplikasi', 'ganti', 'data', 'anak', 'sekolah', 'ganti', 'data', 'kartu', 'kredit', 'ganti', 'data', 'cicilan', 'ganti', 'data', 'ijin', 'usaha', 'kalo', 'umkm', 'ganti', 'plang', 'nama', 'kartunama']"
150,"['gw', 'ngurus', 'bpjs', 'aja', 'ngabisin', 'bensin', 'liter', 'karna', 'disuruh', 'bolak', 'balik', 'belom', 'lagi', 'nunggunya', 'panasan', 'sambil', 'berdiri', 'dan', 'kedapatan', 'satpam', 'yg', 'menguji', 'kesabaran', 'mau', 'heran', 'tp', 'dapet', 'pelayanan', 'kaya', 'gini', 'buat', 'ngurus', 'pajak', 'motor', 'buat', 'sim', 'ktp', 'dll', 'udah', 'biasa']"
151,"['ga', 'usah', 'pulang', 'angga', 'wkwkwk', 'klo', 'pun', 'mau', 'balik', 'indo', 'tinggal', 'di', 'kota', 'tangerang', 'aja', 'ngurus', 'administrasi', 'kayak', 'ktp', 'kk', 'sim', 'bpjs', 'bahkan', 'str', 'dan', 'sip', 'jauh', 'lebih', 'bener', 'pelayanannya', 'dibanding', 'wilayah', 'banten', 'lainnya']"
152,"['gara', 'seenaknya', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
153,"['kepesertaan', 'bpjs', 'kesehatan', 'rencananya', 'akan', 'diwajibkan', 'untuk', 'calon', 'jamaah', 'haji', 'dan', 'umrah', 'permohonan', 'sim', 'stnk', 'dan', 'surat', 'keterangan', 'catatan', 'kepolisian', 'skck']"
154,"['ayo', 'lo', 'txt', 'maju', 'sini', 'gua', 'udah', 'vaksin', 'punya', 'bpjs', 'stnk', 'sim', 'motor']"
155,"['harusnya', 'tap', 'ektp', 'aja', 'tiap', 'isi', 'biar', 'ada', 'info', 'riwayat', 'pembelian', 'kemanamana', 'pake', 'ektp', 'aja', 'dah', 'ga', 'usah', 'bawa', 'bpjs', 'sim', 'kartu', 'mahasiswa', 'npwp', 'buku', 'nikah', 'dll']"
156,"['gara', 'seenaknya', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
157,"['rek', 'bantu', 'ya', 'bagi', 'yang', 'menemukan', 'dompet', 'berwarna', 'coklat', 'dengan', 'isi', 'kartu', 'atm', 'bca', 'ktp', 'an', 'mitra', 'gustriana', 'sim', 'a', 'an', 'mitra', 'gustriana', 'kartu', 'bpjs', 'stnk', 'honda', 'scoopy', 'warna', 'biru', 'putih', 'kehilangan', 'di', 'sekitar', 'hotel', 'neo', 'waru', 'terimakasih']"
158,"['pingin', 'rabi', 'install', 'my', 'kua', 'pingin', 'haji', 'install', 'my', 'depag', 'pingin', 'perpanjangan', 'sim', 'install', 'my', 'samsat', 'pingin', 'berobat', 'install', 'my', 'bpjs', 'opo', 'iyo', 'lek', 'pingin', 'mati', 'opo', 'kudu', 'pisan', 'install', 'find', 'my', 'mudin']"
159,"['urus', 'sim', 'harus', 'wajib', 'punya', 'bpjs', 'aja', 'udah', 'aneh']"
160,"['uang', 'jt', 'terlalu', 'tebal', 'masuk', 'di', 'dompet', 'kalo', 'ribuan', 'berarti', 'lembar', 'kalo', 'ribuan', 'berarti', 'lembar', 'belum', 'lagi', 'sim', 'a', 'sim', 'c', 'stnk', 'ktp', 'atm', 'bpjs', 'kta', 'surat', 'gadai', 'foto', 'anak', 'bini', 'foto', 'selingkuhan', 'dsb']"
161,"['bohong', 'melulu', 'urus', 'ganti', 'sertifikat', 'bpjs', 'pbb', 'ktp', 'stnk', 'ksk', 'sim', 'palaloe', 'peyang', 'pak']"
162,"['ktp', 'sim', 'sm', 'bpjs']"
163,"['warga', 'jakarta', 'tidak', 'usah', 'khawatir', 'harus', 'stres', 'memikirkan', 'harus', 'ganti', 'alamat', 'ktp', 'kk', 'simstnkbpjs', 'pasporsertifikat', 'tanah', 'kantorsekolahperusahaan', 'dlltidak', 'usah', 'khawatirjangan', 'protesjangan', 'demokhawatirnya', 'tunggu', 'gubernur', 'baru', 'saja']"
164,"['yg', 'habis', 'masa', 'berlakunya', 'itu', 'apa', 'ktp', 'seumur', 'hidup', 'yg', 'lain', 'itu', 'mnyusul', 'ktp', 'ktp', 'gak', 'berubah', 'ya', 'smua', 'gak', 'berubah', 'sertift', 'ktpstnk', 'ktp', 'bpjs', 'ktp', 'sim', 'ktp', 'smua', 'ktpoon', 'bon']"
165,"['bagus', 'memang', 'ketahuan', 'yang', 'beli', 'banyak', 'itu', 'siapa', 'kenapa', 'ngak', 'dari', 'dulu', 'sekalian', 'kartu', 'hp', 'sebagai', 'kartu', 'semua', 'kartu', 'yang', 'kis', 'ktp', 'sim', 'bank', 'bpjs', 'kip', 'dll', 'yg', 'dikumpulkan', 'mungkin', 'lebih', 'banyak', 'dari', 'uang', 'itu', 'sendiri']"
166,"['aku', 'pikir', 'udah', 'saatnya', 'diperbolehkan', 'tapi', 'untuk', 'belinya', 'kan', 'tetap', 'ada', 'prosedur', 'khusus', 'selain', 'resep', 'dokter', 'misalnya', 'kayak', 'simktpbpjs', 'nanti', 'ada', 'kartu', 'khusus', 'boleh', 'juga', 'dan', 'untuk', 'mendapatkan', 'nya', 'juga', 'harus', 'melalui', 'proses', 'dan', 'ada', 'laporan', 'tiap', 'bulan', 'mungkin', 'itu', 'aja', 'saranku']"
167,"['gara', 'seenaknya', 'ubah', 'nama', 'jalan', 'seluruhnya', 'harus', 'ganti', 'ktp', 'sim', 'paspor', 'imb', 'sertifikat', 'tanah', 'data', 'bank', 'asuransi', 'pajak', 'stnk', 'bpkb', 'pos', 'bpn', 'bpjs', 'google', 'map', 'waze', 'dll']"
168,"['perpanjang', 'sim', 'stnk', 'hingga', 'skck', 'wajib', 'punya', 'bpjs', 'kesehatan']"
169,"['umpama', 'ektp', 'bener', 'jadi', 'ada', 'chip', 'nya', 'tersentral', 'akurat', 'aman', 'sekalian', 'bisa', 'ewallet', 'rekam', 'medis', 'rs', 'bpjs', 'pajak', 'sim', 'dll', 'mungkin', 'ga', 'bakal', 'kenal', 'dgn', 'aplikasi', 'mypertamina', 'pedulilindungi', 'dsb', 'dsb', 'dsb', 'mypertamina']"
170,"['bodoh', 'bin', 'bloon', 'sepanjang', 'jamangubernur', 'idola', 'kadrunktpnpwpkartu', 'atmkartu', 'namakkkartu', 'kreditkartu', 'atmbpjsstnksimbpkb', 'sertifikat', 'tanahpapan', 'perusahaanpapan', 'nama', 'tokosemua', 'itu', 'butuh', 'waktu', 'dan', 'biaya', 'yg', 'tidak', 'sedikitgratiskah']"
171,"['buzerr', 'pikir', 'pengurusan', 'yg', 'bersangkutan', 'dengan', 'domisili', 'cuman', 'ktpitu', 'aj', 'dh', 'butuh', 'waktu', 'yg', 'lama', 'bgimna', 'dengan', 'sertifikat', 'tanah', 'alamat', 'perusahaan', 'paspor', 'bpjs', 'gojek', 'simdll', 'bego', 'ah']"
172,"['ktp', 'sim', 'stnk', 'atm', 'bpjs', 'duit', 'semua', 'ada', 'di', 'dompet', 'ituuu', 'bedebah', 'bajingan', 'yg', 'maling', 'semoga', 'kaki', 'lo', 'kebaret', 'duri', 'mmpuss']"
173,"['beli', 'bensin', 'hrs', 'punya', 'pelibeli', 'migor', 'curah', 'pke', 'pelibkn', 'simpjak', 'stnkjual', 'beli', 'tanah', 'hrs', 'lunas', 'bpjsharga', 'brng', 'kbutuhan', 'naikpajak', 'naikapakh', 'ini', 'efek', 'fucksin', 'gratisbayar', 'belakangn']"
174,"['oooohh', 'ganti', 'nama', 'jalan', 'ternyata', 'kudu', 'ganti', 'ktp', 'kk', 'sim', 'stnk', 'bpkb', 'npwp', 'bpjs', 'dan', 'mungkin', 'masih', 'banyak', 'lagi', 'opo', 'ora', 'dipikir', 'yooo']"
175,"['sekalian', 'kudu', 'lunas', 'bpjs', 'pora', 'min', 'bukti', 'stnk', 'bpkb', 'sim']"
176,"['ganti', 'simstnkbpkbpassportharus', 'dibayar', 'blangkonya', 'ratusan', 'ribu', 'brooo', 'kecuali', 'ektpkartu', 'bpjs', 'kartu', 'npwp', 'memang', 'gratis']"
177,"['nama', 'jalan', 'baru', 'berdampak', 'minimal', 'ektp', 'berlaku', 'seumur', 'hidup', 'stnk', 'bpkb', 'sertifikat', 'tanahbelum', 'lagi', 'sim', 'a', 'sim', 'c', 'npwp', 'pbb', 'bpjs', 'berarti', 'nama', 'jalan', 'baru', 'minimal', 'dokumen', 'terdampak', 'diurusin', 'akan', 'ber', 'tahun', 'jd', 'outstanding', 'bandingkan', 'revisi', 'pergub']"
178,"['ini', 'kook', 'kartu', 'npwp', 'bpjs', 'ktp', 'sim', 'kk', 'paspor', 'akte', 'lahir', 'ambil', 'aja', 'semua', 'punya', 'kamuuu']"
179,"['komenku', 'singkat', 'semoga', 'yg', 'berdampak', 'sabaaarsabar', 'ngurus', 'ktp', 'ngurus', 'kk', 'ngurus', 'sim', 'ngurus', 'stnk', 'ngurus', 'bpkb', 'ngurus', 'kartu', 'nikah', 'ngurus', 'bpjs', 'ngurus', 'buka', 'tabungan', 'ngurus', 'alamat', 'rumah', 'kesekolah', 'dll', 'laaahpikir', 'sendiri']"
180,"['iya', 'sekalian', 'kartu', 'bpjs', 'sim', 'kk', 'skck']"
181,"['happy', 'birthday', 'wyatb', 'gbu', 'spbu', 'gws', 'tft', 'kzl', 'rsch', 'ggmu', 'sim', 'stmk', 'stmj', 'snmpth', 'bnn', 'bni', 'bca', 'bpkb', 'bpjs', 'bpupki']"
